"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/options/options.info.yml:0","Defines selection, check box and radio button widgets for text and numeric fields.","Definiert Auswahlfeld-, Ankreuzfeld- und Auswahlknopf-Steuerelemente für Texte und numerische Felder.","","False","","",""
"modules/text/text.info.yml:0","Defines simple text field types.","Definiert einfache Typen von Textfeldern.","","False","","",""
"modules/help_topics/help_topics/block_content.type.html.twig:1","Defining a custom block type","","","False","","",""
"config/schema/core.menu.schema.yml:0","Definition","","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:386","Definition lists are similar to other HTML lists. &lt;dl&gt; begins the definition list, &lt;dt&gt; begins the definition term and &lt;dd&gt; begins the definition description.","Definitionslisten sind ähnlich zu anderen HTML-Listen. <code>&lt;dl&gt;</code> leitet die Definitionsliste ein, <code>&lt;dt&gt;</code> enthält den zu definierenden Begriff und <code>&lt;dd&gt;</code> enthält die Definitionsbeschreibung.","","False","","",""
"modules/migrate_drupal_ui/src/Form/OverviewForm.php:44","Definitions","Definitionen","","False","","",""
"modules/media_library/config/install/views.view.media_library.yml:0","Delete","löschen","","False","","",""
"modules/ban/ban.routing.yml:0","Delete IP address","IP-Adresse löschen","","False","","",""
"modules/action/action.routing.yml:0","Delete action","","","False","","",""
"modules/system/src/Form/PrepareModulesEntityUninstallForm.php:82","Delete all @entity_type_plural","All @entity_type_plural löschen","","False","","",""
"modules/node/node.permissions.yml:0","Delete all revisions","Alle Revisionen löschen","","False","","",""
"modules/comment/config/install/system.action.comment_delete_action.yml:0","Delete comment","","","False","","",""
"modules/comment/config/schema/comment.schema.yml:0","Delete comment configuration","Kommentarkonfiguration löschen","","False","","",""
"modules/node/config/install/system.action.node_delete_action.yml:0","Delete content","","","False","","",""
"modules/node/config/schema/node.schema.yml:0","Delete content configuration","Inhaltskonfiguration löschen","","False","","",""
"modules/forum/forum.routing.yml:0","Delete forum","Forum löschen","","False","","",""
"modules/image/image.routing.yml:0","Delete image effect","Bildeffekt löschen","","False","","",""
"modules/aggregator/src/Form/FeedItemsDeleteForm.php:34","Delete items","Datensätze löschen","","False","","",""
"modules/language/language.routing.yml:0","Delete language","Sprache löschen","","False","","",""
"modules/workspaces/workspaces.permissions.yml:0","Delete own workspace","Eigenen Arbeitsbereich löschen","","False","","",""
"modules/user/user.routing.yml:0","Delete role","Rolle löschen","","False","","",""
"modules/shortcut/shortcut.routing.yml:0","Delete shortcut set","Verknüpfungsgruppe löschen","","False","","",""
"modules/workflows/workflows.routing.yml:0","Delete state","Status löschen","","False","","",""
"modules/comment/src/Form/CommentAdminOverview.php:125","Delete the selected comments","Ausgewählte Kommentare löschen","","False","","",""
"modules/workflows/workflows.routing.yml:0","Delete transition","Änderungsvorgang löschen","","False","","",""
"modules/content_translation/src/ContentTranslationHandler.php:420","Delete translation","Übersetzung löschen","","False","","",""
"modules/content_translation/content_translation.permissions.yml:0","Delete translations","Übersetzungen löschen","","False","","",""
"modules/ban/src/Form/BanDelete.php:98","Deleted %ip","'%ip gelöscht'","","False","","",""
"modules/media/src/Form/MediaDeleteMultipleConfirmForm.php:205","Deleted 1 media item.","1 Medieneintrag gelöscht","","False","","",""
"modules/comment/src/Form/ConfirmDeleteMultiple.php:33","Deleted @count comment.","'@count Kommentar wurde gelöscht.'","","False","","",""
"modules/node/src/Form/DeleteMultiple.php:26","Deleted @count content item.","Es wurde @count Inhaltselement gelöscht.","","False","","",""
"lib/Drupal/Core/Config/ConfigImporter.php:892","Deleted and replaced configuration entity ""@name""","","","False","","",""
"modules/comment/src/Form/DeleteForm.php:47","Deleted comment @cid and its replies.","Gelöschter Kommentar @cid und seine Antworten.","","False","","",""
"modules/menu_ui/src/Form/MenuDeleteForm.php:72","Deleted custom menu %title and all its menu links.","Der Menüpunkt %title und all seine Menülinks wurde gelöscht.","","False","","",""
"modules/rest/src/Plugin/rest/resource/EntityResource.php:327","Deleted entity %type with ID %id.","Entität %type mit ID %id gelöscht.","","False","","",""
"modules/system/src/Form/PrepareModulesEntityUninstallForm.php:184","Deleting @entity_type_plural","Lösche @entity_type_plural","","False","","",""
"modules/field_ui/src/Form/EntityDisplayModeDeleteForm.php:19","Deleting a @entity-type will cause any output still requesting to use that @entity-type to use the default display settings.","Das Löschen von @entity-type führt dazu, dass jegliche Ausgabe, die noch immer @entity-type anfordert, die Standardanzeigeeinstellungen verwendet.","","False","","",""
"modules/language/src/Form/LanguageDeleteForm.php:18","Deleting a language will remove all interface translations associated with it, and content in this language will be set to be language neutral. This action cannot be undone.","Das Löschen einer Sprache entfernt alle damit verbundenen Übersetzungen der Benutzeroberfläche. Inhalte in dieser Sprache werden auf den wert Sprachneutral eingestellt. Diese Aktion kann nicht rückgängig gemacht werden.","","False","","",""
"modules/taxonomy/src/Form/TermDeleteForm.php:35","Deleting a term will delete all its children if there are any. This action cannot be undone.","Beim Löschen eines Begriffs werden auch alle untergeordneten Begriffe gelöscht (falls vorhanden). Dieser Vorgang kann nicht rückgängig gemacht werden.","","False","","",""
"modules/block/block.module:47","Demonstrate block regions (@theme)","Block-Regionen (@theme) veranschaulichen","","False","","",""
"modules/block/block.module:32","Demonstrating block regions for a theme","Block-Regionen für Theme veranschaulichen","","False","","",""
"modules/node/src/Plugin/Action/DemoteNode.php:8","Demote selected content from front page","Ausgewählten Inhalt nicht mehr auf der Startseite anzeigen","","False","","",""
"modules/node/config/schema/node.schema.yml:0","Demote selected content from front page configuration","„Inhalte nicht mehr auf der Startseite anzeigen“-Konfiguration","","False","","",""
"modules/field/field.module:144","Depending on the chosen entity type, additional filtering and sorting options are available for the list of entities that can be referred to, in the field settings. For example, the list of users can be filtered by role and sorted by name or ID.","Je nach gewähltem Entitätstyp sind zusätzliche Filter- und Sortieroptionen für die Liste der Entitäten verfügbar, auf die in den Feldeinstellungen verwiesen werden kann. Die Liste der Benutzer kann z. B. nach Rolle gefiltert und nach Name oder ID sortiert werden.","","False","","",""
"modules/help_topics/help_topics/core.content_structure.html.twig:36","Depending on the core and contributed modules that you currently have installed on your site, the related topics below, and other topics listed on the main <a href=""@help_url"">Help page</a>, will help you with tasks related to content structure.","","","False","","",""
"modules/syslog/syslog.module:51","Depending on the system configuration, Syslog and other logging tools use this code to identify or filter messages from within the entire system log.","Abhängig von der Systemkonfiguration können Syslog und andere Log-Werkzeuge diesen Code verwenden, um Nachrichten aus dem systemweiten Log zu identifizieren oder zu filtern.","","False","","",""
"modules/system/system.install:483","Depending on your configuration, Drupal can run with a %memory_limit PHP memory limit. However, a %memory_minimum_limit PHP memory limit or above is recommended, especially if your site uses additional custom or contributed modules.","In Abhängigkeit von der Konfiguration kann Drupal mit einem %memory_limit PHP-Speicherlimit ausgeführt werden. Allerdings wird ein %memory_minimum_limit PHP-Speicherlimit oder höher empfohlen, vor allem dann, wenn die Website benutzerdefinierte oder zusätzliche Module verwendet.","","False","","",""
"modules/workspaces/src/Form/WorkspaceDeployForm.php:123","Deploy @count item to @target","'@count Eintrag nach @target verteilt.'","","False","","",""
"modules/workspaces/workspaces.routing.yml:0","Deploy Workspace","Arbeitsbereich in Betrieb setzen","","False","","",""
"modules/workspaces/src/WorkspaceListBuilder.php:154;261","Deploy content","Inhalt verteilen","","False","","",""
"modules/workspaces/src/Form/WorkspaceDeployForm.php:161","Deployment failed. All errors have been logged.","Verteilung fehlgeschlagen. Alle Fehler wurden protokolliert.","","False","","",""
"modules/taxonomy/src/Plugin/views/filter/TaxonomyIndexTidDepth.php:40","Depth","Tiefe","","False","","",""
"modules/system/src/Plugin/ImageToolkit/Operation/gd/Desaturate.php:5","Desaturate","Entsättigen","","False","","",""
"modules/image/src/Plugin/ImageEffect/DesaturateImageEffect.php:8","Desaturate converts an image to grayscale.","Sättigung verringern konvertiert ein Bild in Graustufen.","","False","","",""
"profiles/demo_umami/config/optional/views.view.media.yml:0","Desc","Absteigend","","False","","",""
"themes/stable/templates/admin/system-modules-uninstall.html.twig:29","Description","Beschreibung","","False","","",""
"modules/forum/src/Form/ForumForm.php:43","Description and guidelines for discussions within this forum.","Beschreibung und Richtlinien für Diskussionen in diesem Forum.","","False","","",""
"modules/views/src/Plugin/views/row/OpmlFields.php:83","Description attribute","Description-Attribut","","False","","",""
"modules/views/src/Plugin/views/row/RssFields.php:65","Description field","Beschreibungsfeld","","False","","",""
"modules/system/src/Form/CronForm.php:137","Detailed cron logging","Detaillierte Cron-Protokollierung","","False","","",""
"modules/dblog/dblog.routing.yml:0","Details","Details","","False","","",""
"modules/file/config/schema/file.views.schema.yml:0","Detect if tar is part of the extension","Stelle fest ob tar ein teil der Erweiterung ist","","False","","",""
"modules/file/config/schema/file.schema.yml:0","Detect tar","TAR ausfindig machen","","False","","",""
"modules/language/src/Plugin/LanguageNegotiation/LanguageNegotiationContentEntity.php:19","Determines the content language from a request parameter.","Bestimmt die Inhaltssprache über eine Abfrageparameter.","","False","","",""
"modules/system/system.routing.yml:0","Development","Entwicklung","","False","","",""
"modules/update/update.report.inc:229","Development version:","Entwicklungsversion:","","False","","",""
"modules/file/file.module:773","Did not delete temporary file ""%path"" during garbage collection because it is in use by the following modules: %modules.","Die temporäre Datei ""%path"" konnte während der Garbage Collection nicht gelöscht werden, da sie noch von den folgenden Module verwendet wird: %modules.","","False","","",""
"profiles/demo_umami/config/install/field.field.node.recipe.field_difficulty.yml:0","Difficulty","","","False","","",""
"modules/simpletest/src/Form/SimpletestSettingsForm.php:62","Digest","Zusammenfassung","","False","","",""
"modules/language/src/Form/LanguageFormBase.php:80","Direction","Richtung","","False","","",""
"modules/language/src/Form/LanguageFormBase.php:82","Direction that text in this language is presented.","Die Textrichtung in der diese Sprache angezeigt wird.","","False","","",""
"modules/filter/filter.routing.yml:0","Disable text format","Textformat deaktivieren","","False","","",""
"modules/user/user.module:854","Disable the account and keep its content.","Das Benutzerkonto deaktivieren und damit erstellten Inhalt behalten.","","False","","",""
"modules/user/user.module:858","Disable the account and unpublish its content.","Das Benutzerkonto deaktivieren und die Veröffentlichung des damit erstellen Inhalts zurücknehmen.","","False","","",""
"modules/views_ui/src/Form/AdvancedSettingsForm.php:45","Disable views data caching","Datencaching von Views deaktivieren","","False","","",""
"themes/stable/templates/admin/update-project-status.html.twig:94","Disabled: %disabled","Deaktiviert: %disabled","","False","","",""
"modules/automated_cron/automated_cron.module:25","Disabling Automated Cron","Automatische Cron-Wartungsaufgaben deaktivieren","","False","","",""
"modules/views/src/Plugin/views/query/Sql.php:293","Disabling SQL rewriting will omit all query tags, i. e. disable node access checks as well as override hook_query_alter() implementations in other modules.","Durch Inaktivieren der SQL-Neuerstellung werden alle Abfragetags weggelassen, d. h., Knotenzugriffsüberprüfungen werden inaktiviert und Implementierungen von hook_query_alter() in anderen Modulen werden überschrieben.","","False","","",""
"modules/system/system.module:116","Disabling drag-and-drop functionality","Funktionalität für das Ziehen und Ablegen von Elementen deaktivieren","","False","","",""
"modules/aggregator/aggregator.module:43","Discarding old feed items","Verwerfen veralteter Feed-Einträge.","","False","","",""
"profiles/demo_umami/config/install/field.field.block_content.disclaimer_block.field_disclaimer.yml:0","Disclaimer","Haftungsausschluss","","False","","",""
"profiles/demo_umami/config/install/block_content.type.disclaimer_block.yml:0","Disclaimer block","","","False","","",""
"themes/stable/templates/admin/views-ui-view-info.html.twig:13","Display","Anzeige","","True","","",""
"modules/views/src/Plugin/views/display/EntityReference.php:214","Display ""@display"" uses field %field as search field, but the field is no longer present. See the settings for the Entity Reference list format.","Die Anzeige ""@display"" verwendet das Feld %field als Suchkriterium. Das Feld ist jedoch nicht länger verfügbar. Die Einstellungen für das Format der Entitätsreferenz müssen kontrolliert werden.","","False","","",""
"modules/views/src/Plugin/views/display/DisplayPluginBase.php:2495","Display ""@display"" uses fields but there are none defined for it or all are excluded.","Die Anzeige „@display“ verwendet Felder, aber es sind keine dafür angegeben oder alle ausgeschlossen.","","False","","",""
"modules/views/src/Plugin/views/argument/ArgumentPluginBase.php:530","Display ""Access Denied""","„Zugriff verweigert“ anzeigen","","False","","",""
"modules/node/node.views.inc:38","Display %display has no access control but does not contain a filter for published nodes.","Die Anzeige %display hat keine Zugriffskontrolle aber enthält keinen Filter für veröffentlichte Beiträge.","","False","","",""
"modules/views/src/Plugin/views/display/Page.php:515","Display @display is set to use a parent menu but the parent menu link text is not set.","Anzeige @display soll ein übergeordnetes Menu verwenden, aber der Text für den Link auf das übergeordnete Menu ist nicht definiert.","","False","","",""
"modules/user/user.tokens.inc:40","Display Name","","","False","","",""
"modules/views/src/Plugin/views/pager/Some.php:7","Display a limited number items that this view might find.","Zeigt eine begrenzte Anzahl Elemente dieser Ansicht.","","False","","",""
"lib/Drupal/Core/Action/Plugin/Action/MessageAction.php:15","Display a message to the user","Dem Benutzer eine Nachricht anzeigen","","False","","",""
"modules/views/src/Plugin/views/pager/None.php:9","Display all items that this view might find.","Alle Einträge anzeigen, die diese Anzeige ausgeben kann.","","False","","",""
"modules/views/src/Plugin/views/argument/ArgumentPluginBase.php:502","Display all results for the specified field","Alle Ergebnisse für das gewählte Feld anzeigen","","False","","",""
"modules/taxonomy/taxonomy.views.inc:24","Display all taxonomy terms associated with a node from specified vocabularies.","Alle einem Beitrag zugeordneten Taxonomiebegriffe eines angegebenes Vokabulars anzeigen.","","False","","",""
"modules/views/src/Plugin/views/field/EntityField.php:547","Display all values in the same row","Alle Werte in der selben Reihe anzeigen","","False","","",""
"modules/node/src/NodeTypeForm.php:192","Display author and date information","Datums- und Autoreninformationen anzeigen","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:56","Display basic HTML help in long filter tips","HTML-Hilfe in den erweiterten Filtertipps anzeigen","","False","","",""
"modules/settings_tray/src/Block/BlockEntitySettingTrayForm.php:74","Display block title","Blocktitel anzeigen","","False","","",""
"modules/views/config/schema/views.data_types.schema.yml:0","Display comment","Kommentar anzeigen","","False","","",""
"modules/file/config/schema/file.views.schema.yml:0","Display download path instead of file storage URI","Zeige den Downloadpfad anstelle der Adresse der Datei auf dem Server","","False","","",""
"modules/taxonomy/src/Plugin/views/filter/TaxonomyIndexTid.php:377","Display error message","Fehlermeldung anzeigen","","False","","",""
"modules/views/src/Plugin/views/area/AreaPluginBase.php:86","Display even if view has no result","Auch anzeigen, wenn die Ansicht keine Ergebnisse zurückliefert","","False","","",""
"modules/views/config/schema/views.schema.yml:0","Display extender","Darstellungserweiterung","","False","","",""
"modules/views/src/Plugin/views/row/RssFields.php:8","Display fields as RSS items.","Felder als RSS-Elemente anzeigen.","","False","","",""
"modules/contextual/contextual.views.inc:14","Display fields in a contextual links menu.","Felder in einem Kontextlinkmenü anzeigen.","","False","","",""
"modules/views/views.views.inc:126","Display fields in a dropbutton.","Felder in einem Druppbutton anzeigen","","False","","",""
"modules/views/src/Plugin/views/wizard/WizardPluginBase.php:274;415","Display format","Anzeigeformat","","False","","",""
"modules/views/config/schema/views.area.schema.yml:0","Display link","","","False","","",""
"modules/options/src/Plugin/views/argument/StringListField.php:60","Display list value as human readable","Listenwert für den Menschen lesbar darstellen","","False","","",""
"modules/views/src/Plugin/views/display/DisplayPluginBase.php:1897","Display machine name must contain only lowercase letters, numbers, or underscores.","","","False","","",""
"modules/field_ui/field_ui.routing.yml:0","Display modes","Anzeigemodi","","False","","",""
"modules/file/src/Plugin/Field/FieldFormatter/FileMediaFormatterBase.php:60","Display of multiple files","Anzeige für mehrere Dateien","","False","","",""
"modules/views/config/schema/views.data_types.schema.yml:0","Display options","Anzeigeoptionen","","False","","",""
"modules/views/config/schema/views.schema.yml:0","Display plugin","Anzeige-Plugin","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/NumericFormatterBase.php:39","Display prefix and suffix","Präfix and Suffix anzeigen","","False","","",""
"modules/node/config/schema/node.schema.yml:0","Display setting for author and date Submitted by post information","Anzeigeeinstellungen für die Angabe „Erstellt von am""","","False","","",""
"modules/views/config/schema/views.schema.yml:0","Display settings","Anzeigeeinstellungen","","False","","",""
"modules/views/src/Plugin/Derivative/ViewsEntityRow.php:103","Display the @label","'@label anzeigen'","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/EntityReferenceIdFormatter.php:7","Display the ID of the referenced entities.","Die IDs der referenzierten Entitäten anzeigen.","","False","","",""
"modules/comment/src/CommentViewsData.php:185","Display the depth of the comment if it is threaded.","Bei gruppierter Ansicht die Verschachtelungstiefe des Kommentars anzeigen.","","False","","",""
"modules/file/src/Plugin/Field/FieldFormatter/FileUriFormatter.php:40","Display the file download URI","Die URI zum Herunterladen der Datei anzeigen.","","False","","",""
"modules/file/src/Plugin/Field/FieldFormatter/FileAudioFormatter.php:5","Display the file using an HTML5 audio tag.","Die Datei unter Verwendung eines HTML5-Audio-Elements anzeigen.","","False","","",""
"modules/file/src/Plugin/Field/FieldFormatter/FileVideoFormatter.php:7","Display the file using an HTML5 video tag.","Die Datei unter Verwendung eines HTML5-Video-Elements anzeigen.","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/EntityReferenceEntityFormatter.php:14","Display the referenced entities rendered by entity_view().","Zeige die referenzierten Entitäten dargestellt durch entity_view().","","False","","",""
"modules/comment/comment.views.inc:38","Display the standard add comment link used on regular @entity_type, which will only display if the viewing user has access to add a comment.","Den Standardlink ""Kommentar hinzufügen"", der für den normalen @entity_type  verwendet wird, anzeigen, wenn der betrachtende Benutzer die Berechtigung besitzt neue Kommentare zu schreiben.","","False","","",""
"modules/user/src/Plugin/Field/FieldFormatter/UserNameFormatter.php:10","Display the user or author name.","Den Namen des Benutzers bzw. Autors anzeigen.","","False","","",""
"modules/views/src/Plugin/views/display/Block.php:14","Display the view as a block.","Diese Ansicht als Block anzeigen.","","False","","",""
"modules/views/src/Plugin/views/row/RssPluginBase.php:101","Display type","Anzeigetyp","","False","","",""
"config/schema/core.data_types.schema.yml:0","Display variant","Anzeigevariante","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/NumericFormatterBase.php:55","Display with prefix and suffix.","Mit Präfix und Suffix anzeigen.","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/BooleanFormatter.php:127","Display: @true_label / @false_label","Anzeige: @true_label / @false_label","","False","","",""
"modules/field/field.module:145","Displaying a reference","Eine Referenz anzeigen","","False","","",""
"profiles/demo_umami/config/install/tour.tour.umami-front.yml:0","Displaying content with Views","","","False","","",""
"modules/contextual/contextual.module:83","Displaying contextual links","Kontextabhängige Links anzeigen","","False","","",""
"modules/datetime_range/datetime_range.module:26","Displaying dates","Datum anzeigen.","","False","","",""
"modules/media/src/Form/MediaSettingsForm.php:85","Displaying media assets from third-party services, such as YouTube or Twitter, can be risky. This is because many of these services return arbitrary HTML to represent those assets, and that HTML may contain executable JavaScript code. If handled improperly, this can increase the risk of your site being compromised.","Das Einbinden von Medienelementen von Drittanbietern wie YouTube oder Twitter kann riskant sein. Der Grund dafür ist, dass viele der Anbieter beliebiges HTML, das diese Medienelemente repräsentiert, zurücksenden und dieses HTML ausführbaren JavaScript-Code beinhalten kann. Wenn dies unsachgemäss gehandhabt wird, erhöht sich so das Sicherheitsrisiko der Website.","","False","","",""
"modules/menu_ui/menu_ui.module:48","Displaying menus","Menüs anzeigen","","False","","",""
"modules/statistics/statistics.module:26","Displaying popular content","Beliebte Inhalte anzeigen","","False","","",""
"modules/shortcut/shortcut.module:32","Displaying shortcuts","Anzeigen von Verknüpfungen","","False","","",""
"modules/views/views.views.inc:134","Displays a link to a path-based display of this view while keeping the filter criteria, sort criteria, pager settings and contextual filters.","","","False","","",""
"modules/views/views.views.inc:147","Displays a rendered @label entity in an area.","Zeigt eine gerenderte @label Entität in einem Bereich an.","","False","","",""
"modules/tour/tour.info.yml:0","Displays guided tours of the site interface.","","","False","","",""
"modules/help_topics/help_topics.info.yml:0","Displays help topics provided by themes and modules.","","","False","","",""
"modules/views/src/Plugin/views/style/Table.php:11","Displays rows in a table.","Zeilen in einer Tabelle anzeigen.","","False","","",""
"modules/views/src/Plugin/views/style/DefaultStyle.php:5","Displays rows one after another.","Zeigt die Zeilen nacheinander an.","","False","","",""
"modules/views/views.views.inc:53","Displays the actual position of the view result","Anzeige der aktuellen Position des Ergebnis dieser Ansicht","","False","","",""
"modules/views/src/Plugin/views/style/DefaultSummary.php:7","Displays the default summary as a list.","Zeigt die standardmässige Zusammenfassung als Liste an.","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:102","Djibouti","Dschibuti","","False","","",""
"modules/views/src/Plugin/views/row/Fields.php:90","Do not display fields, labels or markup for fields that are empty.","Keine Felder, Bezeichnungen oder Feldermarkups anzeigen, die leer sind.","","False","","",""
"modules/views/src/Plugin/views/argument/StringArgument.php:127","Do not display items with no value in summary","Einträge ohne Wert in der Zusammenfassung nicht anzeigen","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:1092","Do not display rewritten content if this field is empty.","Falls das Feld leer ist, soll überschriebener Inhalt nicht angezeigt werden.","","False","","",""
"modules/views_ui/src/Form/BreakLockForm.php:75","Do you want to break the lock on view %name?","Soll die Sperre der Ansicht %name wirklich aufgehoben werden?","","False","","",""
"profiles/standard/config/optional/media.type.document.yml:0","Document","","","False","","",""
"modules/migrate_drupal_ui/src/Form/CredentialForm.php:166","Document root for files","","","False","","",""
"modules/migrate_drupal_ui/src/Form/CredentialForm.php:190","Document root for private files","","","False","","",""
"lib/Drupal/Core/Mail/Plugin/Mail/TestMailCollector.php:7","Does not send the message, but stores it in Drupal within the state system. Used for testing.","Sendet keine Nachrichten, sondern speichert sie in Drupals Zustandssystem. Verwendet für Testzwecke.","","False","","",""
"modules/views/src/Plugin/views/filter/StringFilter.php:139","Does not start with","﻿Beginnt nicht mit","","False","","",""
"modules/search/src/SearchPageListBuilder.php:179","Does not use index","Verwendet den Index nicht","","False","","",""
"modules/language/src/Form/NegotiationUrlForm.php:77","Domain","Domäne","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:104","Dominica","","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:105","Dominican Republic","Dominikanische Republik","","False","","",""
"modules/node/content_types.js:0","Don't display post information","Beitragsinformationen nicht anzeigen","","False","","",""
"modules/locale/src/Form/LocaleSettingsForm.php:80","Don't overwrite existing translations.","Bestehende Übersetzungen nicht überschreiben.","","False","","",""
"modules/media/src/MediaTypeForm.php:222","Download thumbnails via a queue. When using remote media sources, the thumbnail generation could be a slow process. Using a queue allows for this process to be handled in the background.","Lädt Vorschaubilder über ein Warteschleife herunter.  Wenn Medienquellen aus dem Internet verwendet werden kann es lange dauern, bis Vorschaubilder für ein Medium erzeugt werden. Das verwenden eine Warteschlange erlaubt es diesen Prozess im Hintergrund ablaufen zu lassen.","","False","","",""
"modules/locale/locale.batch.inc:149","Downloaded %langcode translation for %project.","","","False","","",""
"modules/update/update.manager.inc:259","Downloading %project","'%project wird heruntergeladen'","","False","","",""
"modules/update/src/Form/UpdateManagerUpdate.php:383","Downloading updates","Aktualisierungen werden heruntergeladen","","False","","",""
"modules/help_topics/help_topics/field_ui.manage_form.html.twig:10","Drag any fields that you do not wish to see on the editing form to the <em>Disabled</em> section.","","","False","","",""
"modules/help_topics/help_topics/book.organizing.html.twig:8","Drag the book pages to the desired order.","","","False","","",""
"modules/views_ui/views_ui.theme.inc:251","Drag to add filters.","Ziehen, um Filter hinzuzufügen.","","False","","",""
"themes/claro/js/tabledrag.js:0","Drag to re-order","Ziehen, um die Reihenfolge zu ändern","","False","","",""
"modules/system/system.install:48","Drupal","","","False","","",""
"modules/migrate_drupal_ui/src/Form/CredentialForm.php:106","Drupal 6","","","False","","",""
"modules/migrate_drupal_ui/src/Form/CredentialForm.php:106","Drupal 7","","","False","","",""
"modules/system/system.install:1298","Drupal 8 no longer uses the $settings['install_profile'] value in settings.php and it can be removed.","Drupal 8 verwendet den $settings['install_profile'] Wert in settings.php nicht mehr. Deshalb kann dieser entfernt werden.","","False","","",""
"lib/Drupal/Core/Installer/Exception/AlreadyInstalledException.php:21","Drupal already installed","Drupal ist bereits installiert","","False","","",""
"modules/update/update.report.inc:87","Drupal core","Drupal-Kernsystem","","False","","",""
"modules/update/src/ProjectSecurityRequirement.php:125","Drupal core security coverage","","","False","","",""
"modules/update/update.install:65;116","Drupal core update status","Aktualisierungsstatus des Drupal-Kernsystems","","False","","",""
"modules/ckeditor/src/Plugin/CKEditorPlugin/DrupalImageCaption.php:11","Drupal image caption widget","Drupal Bildunterschriften-Widget","","False","","",""
"profiles/demo_umami/config/install/tour.tour.umami-front.yml:0","Drupal is a powerful open source content management system and this demo, based on a fictional food magazine called Umami, will introduce you to some of Drupal's concepts and features.","","","False","","",""
"modules/system/system.install:390","Drupal is unable to generate highly randomized numbers, which means certain security features like password reset URLs are not as secure as they should be. Instead, only a slow, less-secure fallback generator is available. See the <a href="":drupal-php"">system requirements</a> page for more information. %exception_message","Drupal kann keine sicheren zufällig generierten Nummern erstellen. Dadurch sind einige Funktionen, wie zum Beispiel automatisch generierte URLs zum Zurücksetzen von Passwörtern nicht so sicher, wie diese sein könnten. Stattdessen steht nur eine Notfallgenerierungsroutine zu Verfügung, die wesentlich unsichere Werte generiert. Weitere Informationen zu den Anforderungen für das Generieren sicherer Zufallswerte sind in den <a href="":drupal-php"">Systemanforderungen von Drupal</a> verfügbar. %exception_message","","False","","",""
"modules/system/system.install:387","Drupal is unable to generate highly randomized numbers, which means certain security features like password reset URLs are not as secure as they should be. Instead, only a slow, less-secure fallback generator is available. The most likely cause is that open_basedir restrictions are in effect and /dev/urandom is not on the whitelist. See the <a href="":drupal-php"">system requirements</a> page for more information. %exception_message","Drupal kann keine zufälligen Zahlen einer höheren Kategorie generieren, sodass bestimmte Sicherheitsfunktionen, wie URLs zum Zurücksetzen des Kennworts, nicht besonders sicher sind. Stattdessen ist nur ein langsamer, weniger sicherer Rückgriff-Generator verfügbar. Die wahrscheinlichste Ursache ist, dass Einschränkungen für open_basedir gelten und /dev/urandom nicht in der Whitelist enthalten ist. Weitere Informationen finden Sie auf der Seite <a href="":drupal-php"">Systemvoraussetzungen</a>. %exception_message","","False","","",""
"modules/system/system.install:279","Drupal requires you to enable the PHP extensions in the following list (see the <a href="":system_requirements"">system requirements page</a> for more information):","Für Drupal müssen die PHP-Erweiterungen der folgenden Liste aktiviert werden (weitere Informationen unter <a href="":system_requirements"">System Anforderungen</a>):","","False","","",""
"profiles/testing/modules/drupal_system_cross_profile_test/drupal_system_cross_profile_test.info.yml:0","Drupal system cross profile test","Crossprofiltest des Drupalsystems","","False","","",""
"profiles/testing/modules/drupal_system_listing_compatible_test/drupal_system_listing_compatible_test.info.yml:0","Drupal system listing compatible test","Drupal-Systemauflistung kompatibler Test","","False","","",""
"modules/locale/src/Form/LocaleSettingsForm.php:60","Drupal translation server and local files","Drupal-Übersetzungsserver und lokale Dateien","","False","","",""
"modules/views_ui/src/ViewEditForm.php:457","Duplicate @display_title","'@display_title duplizieren'","","False","","",""
"modules/views_ui/src/ViewEditForm.php:481","Duplicate as @type","Duplizieren als @type","","False","","",""
"modules/views_ui/src/ViewDuplicateForm.php:27;35","Duplicate of @label","Duplikat von @label","","False","","",""
"modules/responsive_image/responsive_image.routing.yml:0","Duplicate responsive image style","Responsiven Bildstil duplizieren","","False","","",""
"modules/media/src/Plugin/Filter/MediaEmbed.php:312","During rendering of embedded media: the view mode ""@view-mode-id"" does not exist.","","","False","","",""
